	BigramCount	IDFUnigramCount	Label	LemmaCount	Question	QuestionID	Sentence	SentenceID	TrigramCount	Type	UnigramCount
41	0.0	0.0	0.0	0.0	how are cholera and typhus transmitted and prevented	Q21	the severity of the diarrhea and vomiting can lead to rapid dehydration and electrolyte imbalance and death in some cases	D21-3	0.0	train	0.0
42	0.0	0.0	0.0	0.0	how are cholera and typhus transmitted and prevented	Q21	the primary treatment is oral rehydration therapy  typically with oral rehydration solution  to replace water and electrolytes	D21-4	0.0	train	0.0
43	0.0	0.0	0.0	0.0	how are cholera and typhus transmitted and prevented	Q21	if this is not tolerated or does not provide improvement fast enough intravenous fluids can also be used	D21-5	0.0	train	0.0
44	0.0	0.0	0.0	0.0	how are cholera and typhus transmitted and prevented	Q21	antibacterial drugs are beneficial in those with severe disease to shorten its duration and severity	D21-6	0.0	train	0.0
45	0.0	0.0	0.0	0.0	how are cholera and typhus transmitted and prevented	Q21	worldwide it affects 3–5 million people and causes 100000–130000 deaths a year 	D21-7	0.0	train	0.0
46	0.0	1.5040773967762742	0.0	1.0	how are cholera and typhus transmitted and prevented	Q21	cholera was one of the earliest infections to be studied by epidemiological methods	D21-8	0.0	train	1.0
47	0.0	2.5257286443082556	0.0	2.0	how did anne frank die	Q26	annelies anne marie frank    12 june 1929early march 1945 is one of the most discussed jewish victims of the holocaust 	D26-0	0.0	train	2.0
48	0.0	0.0	0.0	0.0	how did anne frank die	Q26	her diary has been the basis for several plays and films	D26-1	0.0	train	0.0
49	0.0	0.0	0.0	0.0	how did anne frank die	Q26	born in the city of frankfurt am main in weimar germany  she lived most of her life in or near amsterdam  in the netherlands	D26-2	0.0	train	0.0
50	0.0	0.9162907318741551	0.0	1.0	how did anne frank die	Q26	born a german national frank lost her citizenship in 1941	D26-3	0.0	train	1.0
51	0.0	0.0	0.0	0.0	how did anne frank die	Q26	she gained international fame posthumously after her diary was published	D26-4	0.0	train	0.0
52	0.0	0.0	0.0	0.0	how did anne frank die	Q26	it documents her experiences hiding during the german occupation of the netherlands in world war ii 	D26-5	0.0	train	0.0
53	0.0	0.9162907318741551	0.0	1.0	how did anne frank die	Q26	the frank family moved from germany to amsterdam in 1933 the year the nazis gained control over germany	D26-6	0.0	train	1.0
54	0.0	0.0	0.0	0.0	how did anne frank die	Q26	by the beginning of 1940 they were trapped in amsterdam by the nazi occupation of the netherlands	D26-7	0.0	train	0.0
55	0.0	0.9162907318741551	0.0	2.0	how did anne frank die	Q26	as persecutions of the jewish population increased in july 1942 the family went into hiding in the hidden rooms of annes father otto frank s office building	D26-8	0.0	train	1.0
56	0.0	0.0	0.0	0.0	how did anne frank die	Q26	after two years the group was betrayed and transported to concentration camps 	D26-9	0.0	train	0.0
57	1.0	2.5257286443082556	1.0	2.0	how did anne frank die	Q26	anne frank and her sister margot  were eventually transferred to the bergenbelsen concentration camp  where they died of typhus in march 1945	D26-10	0.0	train	2.0
58	0.0	0.9162907318741551	0.0	2.0	how did anne frank die	Q26	otto frank the only survivor of the family returned to amsterdam after the war to find that annes diary had been saved and his efforts led to its publication in 1947	D26-11	0.0	train	1.0
59	0.0	0.0	0.0	0.0	how did anne frank die	Q26	it was translated from its original dutch and first published in english in 1952 as the diary of a young girl 	D26-12	0.0	train	0.0
60	0.0	0.0	0.0	0.0	how did anne frank die	Q26	it has since been translated into many languages	D26-13	0.0	train	0.0
61	0.0	1.6094379124341003	0.0	1.0	how did anne frank die	Q26	the diary which was given to anne on her 13th birthday chronicles her life from 12 june 1942 until 1 august 1944	D26-14	0.0	train	1.0
62	0.0	0.5596157879354227	0.0	2.0	how are aircraft radial engines built	Q28	radial engine timing and cam mechanism	D28-0	0.0	train	1.0
63	0.0	0.0	0.0	0.0	how are aircraft radial engines built	Q28	click for full resolution animation	D28-1	0.0	train	0.0
64	0.0	0.5596157879354227	0.0	2.0	how are aircraft radial engines built	Q28	radial engine of a biplane	D28-2	0.0	train	1.0
65	0.0	0.0	0.0	0.0	how are aircraft radial engines built	Q28	master rod upright slaves and balances from a tworow fourteencylinder pratt  whitney twin wasp	D28-3	0.0	train	0.0
66	0.0	0.5596157879354227	1.0	2.0	how are aircraft radial engines built	Q28	the radial engine is a reciprocating type internal combustion engine configuration in which the cylinders point outward from a central crankshaft like the spokes of a wheel	D28-4	0.0	train	1.0
67	0.0	0.0	0.0	1.0	how are aircraft radial engines built	Q28	it resembles a stylized star when viewed from the front and is called a star engine  german sternmotor in some languages	D28-5	0.0	train	0.0
68	0.0	4.45143608604605	0.0	3.0	how are aircraft radial engines built	Q28	the radial configuration was very commonly used in aircraft engines before turbine engines became predominant	D28-6	0.0	train	3.0
69	0.0	0.0	1.0	0.0	how deep can be drill for deep underwater	Q30	deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet	D30-0	0.0	train	0.0
70	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	by this definition there are approximately 600 deepwater wells in the gulf of mexico	D30-1	0.0	train	0.0
71	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	it has been economically infeasible for many years but with rising oil prices more companies are investing in this area	D30-2	0.0	train	0.0
72	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	major companies working in this sector include diamond offshore  transocean  and baker hughes 	D30-3	0.0	train	0.0
73	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	there are basically two kinds of mobile deepwater drilling rigs semisubmersible drilling rigs and drillships 	D30-4	0.0	train	0.0
74	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	drilling can also be performed from a fixedposition installation such as a floating spar platform or tensionleg platform	D30-5	0.0	train	0.0
75	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	recent industry analysis has estimated that the total expenditure in the global deepwater infrastructure market will reach 145bn in 2011	D30-6	0.0	train	0.0
76	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	“not all oil is accessible on land or in shallow water	D30-7	0.0	train	0.0
77	0.0	5.278114659230517	0.0	2.0	how deep can be drill for deep underwater	Q30	you can find some oil deposits buried deep under the ocean floor” using sonic equipment oil companies determine the drilling sites most likely to produce oil	D30-8	0.0	train	2.0
78	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	then they use a mobile offshore drilling unit modu to dig the initial well	D30-9	0.0	train	0.0
79	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	some units are converted into production rigs meaning they switch from drilling for oil to capturing oil once its found	D30-10	0.0	train	0.0
80	0.0	2.2335922215070942	0.0	1.0	how deep can be drill for deep underwater	Q30	most of the time the oil company will replace the modu with a more permanent oil production rig to capture oil” the modus job is to drill down into the oceans floor to find oil deposits	D30-11	0.0	train	1.0
81	0.0	2.2335922215070942	0.0	1.0	how deep can be drill for deep underwater	Q30	the part of the drill that extends below the deck and through the water is called the riser	D30-12	0.0	train	1.0
82	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	the riser allows for drilling fluids to move between the floor and the rig	D30-13	0.0	train	0.0
83	0.0	2.2335922215070942	0.0	1.0	how deep can be drill for deep underwater	Q30	engineers lower a drill string  a series of pipes designed to drill down to the oil deposit  through the riser”	D30-14	0.0	train	1.0
84	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	“the expansion of deepwater drilling is happening despite accidents in offshore fields”	D30-15	0.0	train	0.0
85	0.0	5.278114659230517	0.0	2.0	how deep can be drill for deep underwater	Q30	in 2010 a large explosion occurred killing 11 workers and spilling millions of gallons of oil into the gulf of mexico while a bp oil rig was drilling in deep waters	D30-16	0.0	train	2.0
86	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	“despite the risks the deepwater drilling trend is spreading in the mediterranean and off the coast of east africa after a string of huge discoveries of natural gas”	D30-17	0.0	train	0.0
87	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	“the reason for the resumption of such drilling analyst say is continuing high demand for energy worldwide”	D30-18	0.0	train	0.0
88	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	america needs the oil so it is almost necessary to face the high risks that come with deepwater drilling in order for americans to continue to carry on their everyday lives	D30-19	0.0	train	0.0
89	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	“the energy department recently projected that gulf oil production would expand from its 2011 level of 13 million barrels a day still nearly a quarter of total domestic production to 2 million barrels a day by 2020”	D30-20	0.0	train	0.0
90	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	deepwater drilling affects the environment in both negative and positive ways	D30-21	0.0	train	0.0
91	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	although deepwater drilling rarely causes oil spills it is still a hazardous possible outcome	D30-22	0.0	train	0.0
92	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	oil spills result in oil sinking to the bottom of the ocean smothering plant life leaving fish without food and shelter to survive	D30-23	0.0	train	0.0
93	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	on the other hand deepwater drilling effects the environment in a positive ways too	D30-24	0.0	train	0.0
94	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	in time once the deepwater oil well is not in use anymore plants will grow on and around the well making a cave or cavern like shelter ideal for animals to thrive in	D30-25	0.0	train	0.0
95	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	deepwater drilling also lets us see the depths of the ocean floor that are hardly ever seen	D30-26	0.0	train	0.0
96	0.0	0.0	0.0	0.0	how deep can be drill for deep underwater	Q30	”cameras on rovers at the bottom of the wells record footage and take photos of rare fish that are in there natural habitat giving scientist a look at animals they rarely seen”chevron corporation	D30-27	0.0	train	0.0
97	0.0	0.6931471805599453	1.0	2.0	how old was monica lewinsky during the affair	Q31	monica samille lewinsky born july 23 1973 is an american woman with whom united states president bill clinton admitted to having had an improper relationship while she worked at the white house in 1995 and 1996	D31-0	0.0	train	2.0
98	1.0	0.6931471805599453	0.0	2.0	how old was monica lewinsky during the affair	Q31	the affair and its repercussions which included clintons impeachment  became known as the lewinsky scandal 	D31-1	0.0	train	2.0
99	1.0	2.249340578475233	0.0	2.0	how long was frank sinatra famous	Q32	francis albert frank sinatra  december 12 1915 – may 14 1998 was an american singer and film actor	D32-0	0.0	train	2.0
100	0.0	0.5753641449035616	1.0	1.0	how long was frank sinatra famous	Q32	beginning his musical career in the swing era with harry james and tommy dorsey  sinatra found unprecedented success as a solo artist from the early to mid1940s after being signed to columbia records in 1943	D32-1	0.0	train	1.0
101	1.0	2.249340578475233	0.0	2.0	how long was frank sinatra famous	Q32	being the idol of the  bobby soxers  he released his first album the voice of frank sinatra in 1946	D32-2	0.0	train	2.0
102	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	his professional career had stalled by the 1950s but it was reborn in 1953 after he won the academy award for best supporting actor for his performance in from here to eternity 	D32-3	0.0	train	0.0
103	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	he signed with capitol records in 1953 and released several critically lauded albums such as in the wee small hours  songs for swingin lovers  come fly with me  only the lonely and nice n easy 	D32-4	0.0	train	0.0
104	0.0	0.5753641449035616	0.0	1.0	how long was frank sinatra famous	Q32	sinatra left capitol to found his own record label reprise records in 1961 finding success with albums such as ringadingding  sinatra at the sands and francis albert sinatra  antonio carlos jobim  toured internationally was a founding member of the rat pack and fraternized with celebrities and statesmen including john f kennedy 	D32-5	0.0	train	1.0
105	1.0	2.249340578475233	0.0	2.0	how long was frank sinatra famous	Q32	sinatra turned 50 in 1965 recorded the retrospective september of my years  starred in the emmy winning television special frank sinatra a man and his music  and scored hits with  strangers in the night  and  my way 	D32-6	0.0	train	2.0
106	0.0	0.5753641449035616	0.0	1.0	how long was frank sinatra famous	Q32	with sales of his music dwindling and after appearing in several poorly received films sinatra retired for the first time in 1971	D32-7	0.0	train	1.0
107	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	two years later however he came out of retirement and in 1973 recorded several albums scoring a top 40 hit with  theme from new york new york  in 1980	D32-8	0.0	train	0.0
108	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	using his las vegas shows as a home base he toured both within the united states and internationally until a short time before his death in 1998	D32-9	0.0	train	0.0
109	0.0	0.5753641449035616	0.0	1.0	how long was frank sinatra famous	Q32	sinatra also forged a highly successful career as a film actor	D32-10	0.0	train	1.0
110	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	after winning best supporting actor in 1953 he also garnered a nomination for best actor for the man with the golden arm  and critical acclaim for his performance in the manchurian candidate 	D32-11	0.0	train	0.0
111	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	he also starred in such musicals as high society  pal joey  guys and dolls and on the town 	D32-12	0.0	train	0.0
112	0.0	0.5753641449035616	0.0	1.0	how long was frank sinatra famous	Q32	sinatra was honored at the kennedy center honors in 1983 and was awarded the presidential medal of freedom by ronald reagan in 1985 and the congressional gold medal in 1997	D32-13	0.0	train	1.0
113	0.0	0.0	0.0	0.0	how long was frank sinatra famous	Q32	he was the recipient of eleven grammy awards  including the grammy trustees award  grammy legend award and the grammy lifetime achievement award 	D32-14	0.0	train	0.0
114	0.0	0.5753641449035616	0.0	1.0	how long was frank sinatra famous	Q32	sinatra is also one of world’s bestselling artists of all time  having sold more than 150 million copies worldwide	D32-15	0.0	train	1.0
115	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	joanne jo rowling  born 31 july 1965 pen name j k rowling is a british novelist best known as the author of the harry potter fantasy series	D42-0	0.0	train	1.0
116	0.0	0.0	0.0	0.0	how much is jk rowling worth	Q42	the potter books have gained worldwide attention won multiple awards and sold more than 400 million copies	D42-1	0.0	train	0.0
117	0.0	0.0	0.0	0.0	how much is jk rowling worth	Q42	they have become the bestselling book series in history  and been the basis for a series of films which has become the highestgrossing film series in history 	D42-2	0.0	train	0.0
118	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	rowling had overall approval on the scripts as well as maintaining creative control by serving as a producer on the final instalment	D42-3	0.0	train	1.0
119	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	born in yate  gloucestershire  rowling was working as a researcher and bilingual secretary for amnesty international when she conceived the idea for the harry potter series on a delayed train from manchester to london in 1990	D42-4	0.0	train	1.0
120	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	the sevenyear period that followed entailed the death of her mother divorce from her first husband and poverty until rowling finished the first novel in the series harry potter and the philosophers stone 1997	D42-5	0.0	train	1.0
121	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	rowling subsequently published 6 sequels—the last harry potter and the deathly hallows 2007—as well as 3 supplements to the series	D42-6	0.0	train	1.0
122	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	in 2012 rowling parted with her agency and resumed writing in the form of a tragicomedy novel aimed at adult readership entitled the casual vacancy 	D42-7	0.0	train	1.0
123	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	rowling has said she is currently working on two books—one aimed for adults the other for children younger than the harry potter audience and she expects the latter to be published first	D42-8	0.0	train	1.0
124	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	rowling has led a  rags to riches  life story in which she progressed from living on state benefits to multimillionaire status within five years	D42-9	0.0	train	1.0
125	0.0	0.0	0.0	0.0	how much is jk rowling worth	Q42	she is the united kingdoms bestselling author since records began with sales in excess of £238m	D42-10	0.0	train	0.0
126	0.0	0.0	1.0	0.0	how much is jk rowling worth	Q42	the 2008 sunday times rich list estimated rowlings fortune at £560 million 798 million ranking her as the twelfth richest woman in the united kingdom	D42-11	0.0	train	0.0
127	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	forbes ranked rowling as the fortyeighth most powerful celebrity of 2007 and time magazine named her as a runnerup for its 2007 person of the year  noting the social moral and political inspiration she has given her fans 	D42-12	0.0	train	1.0
128	0.0	0.40546510810816416	0.0	1.0	how much is jk rowling worth	Q42	in october 2010 rowling was named the most influential woman in britain by leading magazine editors	D42-13	0.0	train	1.0
129	0.0	0.0	0.0	0.0	how much is jk rowling worth	Q42	she has become a notable philanthropist supporting such charities as comic relief  one parent families  multiple sclerosis society of great britain and lumos formerly the childrens high level group	D42-14	0.0	train	0.0
130	0.0	2.772588722239781	0.0	2.0	how big is auburndale florida	Q43	auburndale is a city in polk county florida  united states 	D43-0	0.0	train	2.0
131	0.0	0.0	0.0	0.0	how big is auburndale florida	Q43	the population was 11032 at the 2000 census	D43-1	0.0	train	0.0
132	0.0	0.0	1.0	0.0	how big is auburndale florida	Q43	according to the us census estimates of 2005 the city had a population of 12381	D43-2	0.0	train	0.0
133	0.0	0.0	0.0	0.0	how big is auburndale florida	Q43	it is part of the lakeland – winter haven metropolitan statistical area 	D43-3	0.0	train	0.0
134	1.0	4.828313737302301	1.0	3.0	how old is kirk douglas the actor	Q45	kirk douglas born issur danielovitch  december 9 1916 is an american stage and film actor film producer and author	D45-0	0.0	train	3.0
135	0.0	0.0	0.0	0.0	how old is kirk douglas the actor	Q45	his popular films include out of the past 1947 champion 1949 ace in the hole 1951 the bad and the beautiful 1952 20000 leagues under the sea 1954 lust for life 1956 paths of glory 1957 gunfight at the ok corral 1957 the vikings 1958 spartacus 1960 lonely are the brave 1962 seven days in may 1964 the heroes of telemark 1965 and tough guys 1986	D45-1	0.0	train	0.0
136	0.0	0.0	0.0	0.0	how old is kirk douglas the actor	Q45	he is no17 on the american film institute s list of the greatest male american screen legends of all time  making him the highestranked living person on the list	D45-2	0.0	train	0.0
137	0.0	0.0	0.0	0.0	how old is kirk douglas the actor	Q45	in 1996 he received the academy honorary award for 50 years as a creative and moral force in the motion picture community	D45-3	0.0	train	0.0
138	0.0	0.0	0.0	1.0	how old is kirk douglas the actor	Q45	he is one of the last surviving actors from hollywoods golden age 	D45-4	0.0	train	0.0
139	1.0	2.310883895808741	1.0	2.0	how old is the singer bob seger	Q46	robert clark bob seger born may 6 1945 is an american rock and roll singersongwriter  guitarist and pianist 	D46-0	0.0	train	2.0
140	1.0	2.310883895808741	0.0	2.0	how old is the singer bob seger	Q46	as a locally successful detroitarea artist he performed and recorded as bob seger and the last heard and bob seger system throughout the 1960s	D46-1	0.0	train	2.0
141	0.0	0.0	0.0	0.0	how old is the singer bob seger	Q46	by the early 1970s he had dropped the system from his recordings and continued to strive for broader success with other various bands	D46-2	0.0	train	0.0
142	0.0	0.0	0.0	0.0	how old is the singer bob seger	Q46	in 1973 he put together the silver bullet band a group of detroitarea musicians with whom he became most successful on the national level with the album live bullet  recorded live with the silver bullet band in 1975 at cobo hall in detroit michigan	D46-3	0.0	train	0.0
143	0.0	0.0	0.0	0.0	how old is the singer bob seger	Q46	in 1976 he achieved a national breakout with the studio album night moves 	D46-4	0.0	train	0.0
144	0.0	0.0	0.0	0.0	how old is the singer bob seger	Q46	on his studio albums he also worked extensively with the alabamabased muscle shoals rhythm section  which appeared on several of segers bestselling singles and albums	D46-5	0.0	train	0.0
145	0.0	0.6061358035703157	0.0	1.0	how old is the singer bob seger	Q46	a roots rocker with a classic raspy shouting voice seger wrote and recorded songs that dealt with love women bluecollar themes and was an exemplar of heartland rock 	D46-6	0.0	train	1.0
146	0.0	0.6061358035703157	0.0	1.0	how old is the singer bob seger	Q46	seger has recorded many hits including  night moves   turn the page   weve got tonight   against the wind  and shakedown that was written for beverly hills cop ii and  like a rock  and also cowrote the eagles  numberone hit  heartache tonight 	D46-7	0.0	train	1.0
147	0.0	2.3978952727983707	0.0	1.0	how old is the singer bob seger	Q46	his iconic recording of  old time rock and roll  was named one of the songs of the century in 2001	D46-8	0.0	train	1.0
148	0.0	0.6061358035703157	0.0	1.0	how old is the singer bob seger	Q46	with a career spanning five decades seger continues to perform and record today	D46-9	0.0	train	1.0
149	0.0	0.6061358035703157	0.0	1.0	how old is the singer bob seger	Q46	seger was inducted into the rock and roll hall of fame in 2004 and the songwriters hall of fame in 2012	D46-10	0.0	train	1.0
150	0.0	5.940746744987722	1.0	3.0	how long was richard nixon a president	Q50	richard milhous nixon january 9 1913 – april 22 1994 was the 37th president of the united states  serving from 1969 to 1974 when he became the only president to resign the office	D50-0	0.0	train	3.0
151	0.0	2.8052525290585733	0.0	2.0	how long was richard nixon a president	Q50	nixon had previously served as a republican us representative and senator from california and as the 36th vice president of the united states from 1953 to 1961	D50-1	0.0	train	2.0
152	0.0	1.056052674249314	0.0	1.0	how long was richard nixon a president	Q50	nixon was born in yorba linda  california	D50-2	0.0	train	1.0
153	0.0	0.0	0.0	0.0	how long was richard nixon a president	Q50	he graduated from whittier college in 1934 and duke university school of law in 1937 returning to california to practice law	D50-3	0.0	train	0.0
